5.702013889029341698e+00,7.057124304478891830e+00,5.151051555834263773e+00,3.821105952852861531e-02,3.844934089725933202e-01,3.725586693298577057e-01,2.159758950921432941e-01,2.697202660540561764e-02
6.146098573303727441e+00,8.140284549143954607e+00,4.957301008301718603e+00,3.489235840629646701e-02,3.741506064368393947e-01,3.859342467801140653e-01,1.876567108136138473e-01,5.225843596943276909e-02
6.081533976713417999e+00,7.329070667975630116e+00,5.037468094343398484e+00,3.726343427283451692e-02,3.996790526574519609e-01,3.745591637299490184e-01,2.050830981001975084e-01,2.067868551240157129e-02
6.288024669502753738e+00,6.381516014567520934e+00,5.083942029239008065e+00,3.883696136221786305e-02,4.283781578562522174e-01,3.390518187467675970e-01,2.167175131821162393e-01,1.585251021486406078e-02
6.206042259737254874e+00,6.664928310703949421e+00,5.243564993226302207e+00,3.840981098714498637e-02,4.208518396467286204e-01,3.529638852599636389e-01,2.214811739535350044e-01,4.703101139772764006e-03
6.596242446131765469e+00,7.329180695276233060e+00,5.482329014971748293e+00,3.502071976744186577e-02,4.013184112960020977e-01,3.507358113453135640e-01,2.101892544893451953e-01,3.775652286933933732e-02
6.357950778331486141e+00,6.204204891154016188e+00,5.276515078601751618e+00,3.905596038170799922e-02,4.375141314420167293e-01,3.334423269908602383e-01,2.271281157040661025e-01,1.915425863056942433e-03
5.886679723350874305e+00,8.482837080345966285e+00,5.358090128516684203e+00,3.241162922220047760e-02,3.265897147023343328e-01,3.722073723086351538e-01,1.884700552549308517e-01,1.127328577340998561e-01
6.795585911936869117e+00,6.696239445575812965e+00,5.805796874132186147e+00,3.400792490249050087e-02,3.938763452037523649e-01,3.085505906618136174e-01,2.167154043106616357e-01,8.085765982377243755e-02
7.409045353370601994e+00,7.094190389601641833e+00,4.773753341104443493e+00,3.602679970397858200e-02,4.641780336723528855e-01,3.422265804263535105e-01,1.864961931380780258e-01,7.099192763215538340e-03
5.599346504026176063e+00,5.401429912175873760e+00,4.948314033737707618e+00,4.025166305392994387e-02,3.796984187899128393e-01,2.936377601196017428e-01,2.188003630331336324e-01,1.078634580573517993e-01
6.802538785424792067e+00,5.897467354723387345e+00,5.375748429227645175e+00,3.873204266293861497e-02,4.537633304102565157e-01,3.129038550675956043e-01,2.297142855946065765e-01,3.618528927541399352e-03
6.465869469994749430e+00,6.686205341401607605e+00,4.978816716493678740e+00,3.784633054375845934e-02,4.274472407006609243e-01,3.439690466055058127e-01,2.059362476344908377e-01,2.264746505934236986e-02
6.055884694925707024e+00,6.598299950523163204e+00,5.603161877007064362e+00,3.694108330313912447e-02,3.905312932149724858e-01,3.359515339358279951e-01,2.282271082877509460e-01,4.529006456144844123e-02
7.387543317422754718e+00,7.738500097408352651e+00,5.175297926797470360e+00,3.390901421777749863e-02,4.370623741447042798e-01,3.537398512961068553e-01,1.906157838826578466e-01,1.858199067653100792e-02
6.789018542869784234e+00,5.136733094519229326e+00,5.074728478858864911e+00,4.001243531767618294e-02,4.623971539311146906e-01,2.770755176874591941e-01,2.234688976367086299e-01,3.705843074471727727e-02
7.806811065165748964e+00,6.324557936897034160e+00,5.171286064618445977e+00,3.601286781819954680e-02,4.848681393241807136e-01,3.052139927413796694e-01,2.033222019696823701e-01,6.595665964757257277e-03
6.489674518936067393e+00,6.287864668312626470e+00,5.632280093008553479e+00,3.634554044887606389e-02,4.056343164549502944e-01,3.119977141886431937e-01,2.254694497734822667e-01,5.689851958292450190e-02
7.373769808491522859e+00,6.301402436669355289e+00,5.366448088899225866e+00,3.574186753819519335e-02,4.537440760071043133e-01,3.031055991324204113e-01,2.099643572842460060e-01,3.318596757622931104e-02
6.864114785282046327e+00,7.096109918759720969e+00,5.794922458824953715e+00,3.370526310695039912e-02,3.964342966144794311e-01,3.251637945311828259e-01,2.141675077058406707e-01,6.423440114849712779e-02
7.370727152042379160e+00,8.206676839341058738e+00,4.818420571253875906e+00,3.124934350880175654e-02,3.857398563362545163e-01,3.363376736243448017e-01,1.616271799997266445e-01,1.162952900396740513e-01
6.012027372617181342e+00,5.430928148132756483e+00,5.527394899577947385e+00,3.956981375290300612e-02,4.091869802387297361e-01,2.955324601540988416e-01,2.425164701336383899e-01,5.276408947353301154e-02
6.896386424080462874e+00,6.540491817508819139e+00,5.209060310561325124e+00,3.614671560597502303e-02,4.295194511529971115e-01,3.187687782950438531e-01,2.057700916112752965e-01,4.594167894068364871e-02
6.219620339573160628e+00,6.805329521510571134e+00,5.183199341751172362e+00,3.714269594295300375e-02,4.003292855309034670e-01,3.449318601044386590e-01,2.108142025575450718e-01,4.392465180711280226e-02
5.497724686387452486e+00,6.242444313446957160e+00,5.952379332614570195e+00,3.781817707772458514e-02,3.627885793988461227e-01,3.300301720303810971e-01,2.503652699644106638e-01,5.681597860636212333e-02
7.766446014199726022e+00,8.231437666161946609e+00,4.302708144436782511e+00,3.204291139972333807e-02,4.114153759660921783e-01,3.427942613523107251e-01,1.471051815303958121e-01,9.868518115120124279e-02
6.917281052691154564e+00,6.354655548637774487e+00,5.366042805714501540e+00,3.703133108682227920e-02,4.451849187184545587e-01,3.204043222069444807e-01,2.182397711371154847e-01,1.617098793748541347e-02
7.783817902426322988e+00,6.036660663743229627e+00,4.659917371418727861e+00,3.682250994979299752e-02,4.880891795392397481e-01,2.928225825476900024e-01,1.860350329150366189e-01,3.305320499803376944e-02
6.066158525886199193e+00,5.758143493618665509e+00,4.991139190025915440e+00,3.810981495668334940e-02,3.880381003551666153e-01,2.940455476798253254e-01,2.080596506347573149e-01,1.098567013302507861e-01
6.472968930476864280e+00,6.754806277691234762e+00,5.412769398092890150e+00,3.652540126243213753e-02,4.121167837241295206e-01,3.374297863360562477e-01,2.170282424832603863e-01,3.342518745655412293e-02
